# Generated: 2025-12-30T02:28:48.853220
# Source: scripts/generate_crosswalk.py
# Review status: auto-generated, pending expert review
naics_code,naics_name,relationship,uniclass_code,uniclass_table,uniclass_title,cardinality,confidence,notes
238110,Poured Concrete Foundation and Structure Contractors,uses,Pr_20_29_03_31,Pr,Framing anchors,1:N,B,score=0.308
238110,Poured Concrete Foundation and Structure Contractors,uses,Pr_20_29_03_32,Pr,Framing fasteners,1:N,B,score=0.308
238110,Poured Concrete Foundation and Structure Contractors,uses,Pr_20_29_03_86,Pr,Structural anchors,1:N,B,score=0.308
238110,Poured Concrete Foundation and Structure Contractors,uses,Pr_20_29_14_32,Pr,Frame cramps,1:N,B,score=0.308
238110,Poured Concrete Foundation and Structure Contractors,uses,Pr_20_85_85,Pr,Structural bearings,1:N,B,score=0.308
238110,Poured Concrete Foundation and Structure Contractors,uses,Pr_20_93_85,Pr,Structural units,1:N,B,score=0.308
238110,Poured Concrete Foundation and Structure Contractors,uses,Pr_20,Pr,Structure and general products,1:N,C,score=0.286
238110,Poured Concrete Foundation and Structure Contractors,performs,Ac_10_80,Ac,Structure moving,1:N,B,score=0.308
238110,Poured Concrete Foundation and Structure Contractors,performs,Ac_15_50_85,Ac,Structural surveying,1:N,B,score=0.308
238110,Poured Concrete Foundation and Structure Contractors,performs,Ac_15_50_50,Ac,Masonry surveying,1:N,C,score=0.231
238110,Poured Concrete Foundation and Structure Contractors,performs,Ac_15_50_17,Ac,Concrete cover surveying,1:N,C,score=0.214
238110,Poured Concrete Foundation and Structure Contractors,performs,Ac_15_75_55,Ac,Geotechnical substructure investigating,1:N,C,score=0.214
23812,Structural Steel and Precast Concrete Contractors,produces,Ss_20_10_75_65,Ss,Precast reinforced concrete framing systems,1:N,A,score=0.571
23812,Structural Steel and Precast Concrete Contractors,produces,Ss_30_10_30_60,Ss,Precast concrete roof structure systems,1:N,A,score=0.533
23812,Structural Steel and Precast Concrete Contractors,produces,Ss_20_10_75_35,Ss,Heavy steel framing systems,1:N,A,score=0.5
23812,Structural Steel and Precast Concrete Contractors,produces,Ss_20_10_75_45,Ss,Light steel framing systems,1:N,A,score=0.5
23812,Structural Steel and Precast Concrete Contractors,produces,Ss_20_10_75_70,Ss,Reinforced concrete framing systems,1:N,A,score=0.5
23812,Structural Steel and Precast Concrete Contractors,produces,Ss_32_46_50_51,Ss,Metal lathing on framing systems,1:N,A,score=0.5
23812,Structural Steel and Precast Concrete Contractors,produces,Ss_37_50_92_50,Ss,Masonry tunnel structure systems,1:N,A,score=0.5
23812,Structural Steel and Precast Concrete Contractors,produces,Ss_37_50_80_71,Ss,Reinforced concrete shaft structure systems,1:N,B,score=0.467
23812,Structural Steel and Precast Concrete Contractors,produces,Ss_37_50_92_71,Ss,Reinforced concrete tunnel structure systems,1:N,B,score=0.467
23812,Structural Steel and Precast Concrete Contractors,produces,Ss_30_10_30_25,Ss,Heavy steel roof framing systems,1:N,B,score=0.438
23812,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_08_83,Pr,Stainless steel structural beams,1:N,A,score=0.5
23812,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_16_84,Pr,Stainless steel structural columns,1:N,A,score=0.5
23812,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_32_12,Pr,Carbon steel frame fasteners,1:N,A,score=0.5
23812,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_32_85,Pr,Stainless steel frame fasteners,1:N,A,score=0.5
23812,Structural Steel and Precast Concrete Contractors,uses,Pr_20_65_60_48,Pr,Light-gauge steel frame panels,1:N,B,score=0.467
23812,Structural Steel and Precast Concrete Contractors,uses,Pr_20_93_85_16,Pr,Concrete structural insulated panels (SIPs),1:N,B,score=0.467
23812,Structural Steel and Precast Concrete Contractors,uses,Pr_20_93_85_52,Pr,Metal structural insulated panels (SIPs),1:N,B,score=0.467
23812,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_09_16,Pr,Carbon steel masonry brackets,1:N,B,score=0.429
23812,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_09_87,Pr,Stainless steel masonry brackets,1:N,B,score=0.429
23812,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_16_16,Pr,Composite steel and concrete columns,1:N,B,score=0.429
23812,Structural Steel and Precast Concrete Contractors,performs,Ac_10_80,Ac,Structure moving,1:N,B,score=0.308
23812,Structural Steel and Precast Concrete Contractors,performs,Ac_15_50_85,Ac,Structural surveying,1:N,B,score=0.308
23812,Structural Steel and Precast Concrete Contractors,performs,Ac_15_50_50,Ac,Masonry surveying,1:N,C,score=0.231
23812,Structural Steel and Precast Concrete Contractors,performs,Ac_15_50_17,Ac,Concrete cover surveying,1:N,C,score=0.214
238120,Structural Steel and Precast Concrete Contractors,produces,Ss_20_10_75_65,Ss,Precast reinforced concrete framing systems,1:N,A,score=0.571
238120,Structural Steel and Precast Concrete Contractors,produces,Ss_30_10_30_60,Ss,Precast concrete roof structure systems,1:N,A,score=0.533
238120,Structural Steel and Precast Concrete Contractors,produces,Ss_20_10_75_35,Ss,Heavy steel framing systems,1:N,A,score=0.5
238120,Structural Steel and Precast Concrete Contractors,produces,Ss_20_10_75_45,Ss,Light steel framing systems,1:N,A,score=0.5
238120,Structural Steel and Precast Concrete Contractors,produces,Ss_20_10_75_70,Ss,Reinforced concrete framing systems,1:N,A,score=0.5
238120,Structural Steel and Precast Concrete Contractors,produces,Ss_32_46_50_51,Ss,Metal lathing on framing systems,1:N,A,score=0.5
238120,Structural Steel and Precast Concrete Contractors,produces,Ss_37_50_92_50,Ss,Masonry tunnel structure systems,1:N,A,score=0.5
238120,Structural Steel and Precast Concrete Contractors,produces,Ss_37_50_80_71,Ss,Reinforced concrete shaft structure systems,1:N,B,score=0.467
238120,Structural Steel and Precast Concrete Contractors,produces,Ss_37_50_92_71,Ss,Reinforced concrete tunnel structure systems,1:N,B,score=0.467
238120,Structural Steel and Precast Concrete Contractors,produces,Ss_30_10_30_25,Ss,Heavy steel roof framing systems,1:N,B,score=0.438
238120,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_08_83,Pr,Stainless steel structural beams,1:N,A,score=0.5
238120,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_16_84,Pr,Stainless steel structural columns,1:N,A,score=0.5
238120,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_32_12,Pr,Carbon steel frame fasteners,1:N,A,score=0.5
238120,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_32_85,Pr,Stainless steel frame fasteners,1:N,A,score=0.5
238120,Structural Steel and Precast Concrete Contractors,uses,Pr_20_65_60_48,Pr,Light-gauge steel frame panels,1:N,B,score=0.467
238120,Structural Steel and Precast Concrete Contractors,uses,Pr_20_93_85_16,Pr,Concrete structural insulated panels (SIPs),1:N,B,score=0.467
238120,Structural Steel and Precast Concrete Contractors,uses,Pr_20_93_85_52,Pr,Metal structural insulated panels (SIPs),1:N,B,score=0.467
238120,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_09_16,Pr,Carbon steel masonry brackets,1:N,B,score=0.429
238120,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_09_87,Pr,Stainless steel masonry brackets,1:N,B,score=0.429
238120,Structural Steel and Precast Concrete Contractors,uses,Pr_20_85_16_16,Pr,Composite steel and concrete columns,1:N,B,score=0.429
238120,Structural Steel and Precast Concrete Contractors,performs,Ac_10_80,Ac,Structure moving,1:N,B,score=0.308
238120,Structural Steel and Precast Concrete Contractors,performs,Ac_15_50_85,Ac,Structural surveying,1:N,B,score=0.308
238120,Structural Steel and Precast Concrete Contractors,performs,Ac_15_50_50,Ac,Masonry surveying,1:N,C,score=0.231
238120,Structural Steel and Precast Concrete Contractors,performs,Ac_15_50_17,Ac,Concrete cover surveying,1:N,C,score=0.214
23813,Framing Contractors,produces,Ss_20,Ss,Structural systems,1:N,A,score=0.667
23813,Framing Contractors,produces,Ss_20_10,Ss,Structural frame systems,1:N,A,score=0.667
23813,Framing Contractors,produces,Ss_20_10_75,Ss,Structural framing systems,1:N,A,score=0.667
23813,Framing Contractors,produces,Ss_20_20,Ss,Structural beams,1:N,A,score=0.667
23813,Framing Contractors,produces,Ss_20_30,Ss,Structural columns,1:N,A,score=0.667
23813,Framing Contractors,produces,Ss_15_95_20_72,Ss,Retention structure systems,1:N,A,score=0.571
23813,Framing Contractors,produces,Ss_20_05_80,Ss,Structural grouting systems,1:N,A,score=0.571
23813,Framing Contractors,produces,Ss_20_20_75,Ss,Structural beam systems,1:N,A,score=0.571
23813,Framing Contractors,produces,Ss_20_30_75,Ss,Structural column systems,1:N,A,score=0.571
23813,Framing Contractors,produces,Ss_20_80,Ss,Structure accessory systems,1:N,A,score=0.571
23813,Framing Contractors,uses,Pr_20_29_03_31,Pr,Framing anchors,1:N,A,score=0.667
23813,Framing Contractors,uses,Pr_20_29_03_32,Pr,Framing fasteners,1:N,A,score=0.667
23813,Framing Contractors,uses,Pr_20_29_03_86,Pr,Structural anchors,1:N,A,score=0.667
23813,Framing Contractors,uses,Pr_20_29_14_32,Pr,Frame cramps,1:N,A,score=0.667
23813,Framing Contractors,uses,Pr_20_85_85,Pr,Structural bearings,1:N,A,score=0.667
23813,Framing Contractors,uses,Pr_20_93_85,Pr,Structural units,1:N,A,score=0.667
23813,Framing Contractors,uses,Pr_20,Pr,Structure and general products,1:N,A,score=0.571
23813,Framing Contractors,uses,Pr_20_76_51_07,Pr,Aluminium structural sections,1:N,A,score=0.571
23813,Framing Contractors,uses,Pr_20_76_63_85,Pr,Structural plastics sections,1:N,A,score=0.571
23813,Framing Contractors,uses,Pr_20_76_78,Pr,Shaft structure products,1:N,A,score=0.571
23813,Framing Contractors,performs,Ac_10_80,Ac,Structure moving,1:N,A,score=0.667
23813,Framing Contractors,performs,Ac_15_50_85,Ac,Structural surveying,1:N,A,score=0.667
238130,Framing Contractors,produces,Ss_20,Ss,Structural systems,1:N,A,score=0.667
238130,Framing Contractors,produces,Ss_20_10,Ss,Structural frame systems,1:N,A,score=0.667
238130,Framing Contractors,produces,Ss_20_10_75,Ss,Structural framing systems,1:N,A,score=0.667
238130,Framing Contractors,produces,Ss_20_20,Ss,Structural beams,1:N,A,score=0.667
238130,Framing Contractors,produces,Ss_20_30,Ss,Structural columns,1:N,A,score=0.667
238130,Framing Contractors,produces,Ss_15_95_20_72,Ss,Retention structure systems,1:N,A,score=0.571
238130,Framing Contractors,produces,Ss_20_05_80,Ss,Structural grouting systems,1:N,A,score=0.571
238130,Framing Contractors,produces,Ss_20_20_75,Ss,Structural beam systems,1:N,A,score=0.571
238130,Framing Contractors,produces,Ss_20_30_75,Ss,Structural column systems,1:N,A,score=0.571
238130,Framing Contractors,produces,Ss_20_80,Ss,Structure accessory systems,1:N,A,score=0.571
238130,Framing Contractors,uses,Pr_20_29_03_31,Pr,Framing anchors,1:N,A,score=0.667
238130,Framing Contractors,uses,Pr_20_29_03_32,Pr,Framing fasteners,1:N,A,score=0.667
238130,Framing Contractors,uses,Pr_20_29_03_86,Pr,Structural anchors,1:N,A,score=0.667
238130,Framing Contractors,uses,Pr_20_29_14_32,Pr,Frame cramps,1:N,A,score=0.667
238130,Framing Contractors,uses,Pr_20_85_85,Pr,Structural bearings,1:N,A,score=0.667
238130,Framing Contractors,uses,Pr_20_93_85,Pr,Structural units,1:N,A,score=0.667
238130,Framing Contractors,uses,Pr_20,Pr,Structure and general products,1:N,A,score=0.571
238130,Framing Contractors,uses,Pr_20_76_51_07,Pr,Aluminium structural sections,1:N,A,score=0.571
238130,Framing Contractors,uses,Pr_20_76_63_85,Pr,Structural plastics sections,1:N,A,score=0.571
238130,Framing Contractors,uses,Pr_20_76_78,Pr,Shaft structure products,1:N,A,score=0.571
238130,Framing Contractors,performs,Ac_10_80,Ac,Structure moving,1:N,A,score=0.667
238130,Framing Contractors,performs,Ac_15_50_85,Ac,Structural surveying,1:N,A,score=0.667
23814,Masonry Contractors,produces,Ss_20_10_65_17,Ss,Concrete pods,1:N,A,score=0.6
23814,Masonry Contractors,produces,Ss_15_30_15,Ss,Concrete and masonry cleaning systems,1:N,A,score=0.5
23814,Masonry Contractors,produces,Ss_15_30_15_15,Ss,Concrete cleaning systems,1:N,A,score=0.5
23814,Masonry Contractors,produces,Ss_15_30_15_50,Ss,Masonry cleaning systems,1:N,A,score=0.5
23814,Masonry Contractors,produces,Ss_15_30_17_18,Ss,Concrete repair systems,1:N,A,score=0.5
23814,Masonry Contractors,produces,Ss_15_30_50_50,Ss,Masonry repair systems,1:N,A,score=0.5
23814,Masonry Contractors,produces,Ss_20_05_50_15,Ss,Concrete haunching systems,1:N,A,score=0.5
23814,Masonry Contractors,produces,Ss_20_30_75_50,Ss,Masonry column systems,1:N,A,score=0.5
23814,Masonry Contractors,produces,Ss_20_70_15,Ss,Concrete protection systems,1:N,A,score=0.5
23814,Masonry Contractors,produces,Ss_25_20_15,Ss,Concrete cladding systems,1:N,A,score=0.5
23814,Masonry Contractors,uses,Pr_20_29_14_50,Pr,Masonry cramps,1:N,A,score=0.6
23814,Masonry Contractors,uses,Pr_20_29_23_50,Pr,Masonry dowels,1:N,A,score=0.6
23814,Masonry Contractors,uses,Pr_20_29_56_50,Pr,Masonry nails,1:N,A,score=0.6
23814,Masonry Contractors,uses,Pr_20_29_63_50,Pr,Masonry plugs,1:N,A,score=0.6
23814,Masonry Contractors,uses,Pr_20_31_12_50,Pr,Masonry cements,1:N,A,score=0.6
23814,Masonry Contractors,uses,Pr_20_31_16_21,Pr,Designated concrete,1:N,A,score=0.6
23814,Masonry Contractors,uses,Pr_20_31_16_22,Pr,Designed concrete,1:N,A,score=0.6
23814,Masonry Contractors,uses,Pr_20_31_16_31,Pr,Foamed concrete,1:N,A,score=0.6
23814,Masonry Contractors,uses,Pr_20_31_16_67,Pr,Prescribed concrete,1:N,A,score=0.6
23814,Masonry Contractors,uses,Pr_20_31_53_50,Pr,Masonry grout,1:N,A,score=0.6
23814,Masonry Contractors,performs,Ac_15_50_50,Ac,Masonry surveying,1:N,A,score=0.6
23814,Masonry Contractors,performs,Ac_15_50_17,Ac,Concrete cover surveying,1:N,A,score=0.5
238140,Masonry Contractors,produces,Ss_20_10_65_17,Ss,Concrete pods,1:N,A,score=0.6
238140,Masonry Contractors,produces,Ss_15_30_15,Ss,Concrete and masonry cleaning systems,1:N,A,score=0.5
238140,Masonry Contractors,produces,Ss_15_30_15_15,Ss,Concrete cleaning systems,1:N,A,score=0.5
238140,Masonry Contractors,produces,Ss_15_30_15_50,Ss,Masonry cleaning systems,1:N,A,score=0.5
238140,Masonry Contractors,produces,Ss_15_30_17_18,Ss,Concrete repair systems,1:N,A,score=0.5
238140,Masonry Contractors,produces,Ss_15_30_50_50,Ss,Masonry repair systems,1:N,A,score=0.5
238140,Masonry Contractors,produces,Ss_20_05_50_15,Ss,Concrete haunching systems,1:N,A,score=0.5
238140,Masonry Contractors,produces,Ss_20_30_75_50,Ss,Masonry column systems,1:N,A,score=0.5
238140,Masonry Contractors,produces,Ss_20_70_15,Ss,Concrete protection systems,1:N,A,score=0.5
238140,Masonry Contractors,produces,Ss_25_20_15,Ss,Concrete cladding systems,1:N,A,score=0.5
238140,Masonry Contractors,uses,Pr_20_29_14_50,Pr,Masonry cramps,1:N,A,score=0.6
238140,Masonry Contractors,uses,Pr_20_29_23_50,Pr,Masonry dowels,1:N,A,score=0.6
238140,Masonry Contractors,uses,Pr_20_29_56_50,Pr,Masonry nails,1:N,A,score=0.6
238140,Masonry Contractors,uses,Pr_20_29_63_50,Pr,Masonry plugs,1:N,A,score=0.6
238140,Masonry Contractors,uses,Pr_20_31_12_50,Pr,Masonry cements,1:N,A,score=0.6
238140,Masonry Contractors,uses,Pr_20_31_16_21,Pr,Designated concrete,1:N,A,score=0.6
238140,Masonry Contractors,uses,Pr_20_31_16_22,Pr,Designed concrete,1:N,A,score=0.6
238140,Masonry Contractors,uses,Pr_20_31_16_31,Pr,Foamed concrete,1:N,A,score=0.6
238140,Masonry Contractors,uses,Pr_20_31_16_67,Pr,Prescribed concrete,1:N,A,score=0.6
238140,Masonry Contractors,uses,Pr_20_31_53_50,Pr,Masonry grout,1:N,A,score=0.6
238140,Masonry Contractors,performs,Ac_15_50_50,Ac,Masonry surveying,1:N,A,score=0.6
238140,Masonry Contractors,performs,Ac_15_50_17,Ac,Concrete cover surveying,1:N,A,score=0.5
23815,Glass and Glazing Contractors,produces,Ss_25_30_95_95,Ss,Window systems,1:N,A,score=0.667
23815,Glass and Glazing Contractors,produces,Ss_25_60_35,Ss,Glazing systems,1:N,A,score=0.667
23815,Glass and Glazing Contractors,produces,Ss_20_10_60_34,Ss,Glazed enclosure systems,1:N,A,score=0.571
23815,Glass and Glazing Contractors,produces,Ss_25_10_35_35,Ss,Glazed screen systems,1:N,A,score=0.571
23815,Glass and Glazing Contractors,produces,Ss_25_30,Ss,Door and window systems,1:N,A,score=0.571
23815,Glass and Glazing Contractors,produces,Ss_25_30_95,Ss,Window and window walling systems,1:N,A,score=0.571
23815,Glass and Glazing Contractors,produces,Ss_25_30_95_96,Ss,Window walling systems,1:N,A,score=0.571
23815,Glass and Glazing Contractors,produces,Ss_25_38_20_95,Ss,Window hardware systems,1:N,A,score=0.571
23815,Glass and Glazing Contractors,produces,Ss_25_60_35_33,Ss,Glazing film systems,1:N,A,score=0.571
23815,Glass and Glazing Contractors,produces,Ss_25_60_35_50,Ss,Mirror glazing systems,1:N,A,score=0.571
23815,Glass and Glazing Contractors,uses,Pr_15_31_26_31,Pr,Glass bottles,1:N,A,score=0.667
23815,Glass and Glazing Contractors,uses,Pr_20_29_14_34,Pr,Glass-to-glass clips,1:N,A,score=0.667
23815,Glass and Glazing Contractors,uses,Pr_20_31_01_32,Pr,Glass fibres,1:N,A,score=0.667
23815,Glass and Glazing Contractors,uses,Pr_20_65_34,Pr,Glazed structures,1:N,A,score=0.667
23815,Glass and Glazing Contractors,uses,Pr_20_65_34_34,Pr,Glazed enclosures,1:N,A,score=0.667
23815,Glass and Glazing Contractors,uses,Pr_20_65_78_34,Pr,Glazed shelters,1:N,A,score=0.667
23815,Glass and Glazing Contractors,uses,Pr_20_93_33_34,Pr,Glass blocks,1:N,A,score=0.667
23815,Glass and Glazing Contractors,uses,Pr_25_71_33_03,Pr,Antique glass,1:N,A,score=0.667
23815,Glass and Glazing Contractors,uses,Pr_25_71_33_27,Pr,Electrochromic glass,1:N,A,score=0.667
23815,Glass and Glazing Contractors,uses,Pr_25_71_33_33,Pr,Glass beams,1:N,A,score=0.667
23815,Glass and Glazing Contractors,performs,Ac_15_50_25,Ac,"Doors, windows and glazing surveying",1:N,A,score=0.5
238150,Glass and Glazing Contractors,produces,Ss_25_30_95_95,Ss,Window systems,1:N,A,score=0.667
238150,Glass and Glazing Contractors,produces,Ss_25_60_35,Ss,Glazing systems,1:N,A,score=0.667
238150,Glass and Glazing Contractors,produces,Ss_20_10_60_34,Ss,Glazed enclosure systems,1:N,A,score=0.571
238150,Glass and Glazing Contractors,produces,Ss_25_10_35_35,Ss,Glazed screen systems,1:N,A,score=0.571
238150,Glass and Glazing Contractors,produces,Ss_25_30,Ss,Door and window systems,1:N,A,score=0.571
238150,Glass and Glazing Contractors,produces,Ss_25_30_95,Ss,Window and window walling systems,1:N,A,score=0.571
238150,Glass and Glazing Contractors,produces,Ss_25_30_95_96,Ss,Window walling systems,1:N,A,score=0.571
238150,Glass and Glazing Contractors,produces,Ss_25_38_20_95,Ss,Window hardware systems,1:N,A,score=0.571
238150,Glass and Glazing Contractors,produces,Ss_25_60_35_33,Ss,Glazing film systems,1:N,A,score=0.571
238150,Glass and Glazing Contractors,produces,Ss_25_60_35_50,Ss,Mirror glazing systems,1:N,A,score=0.571
238150,Glass and Glazing Contractors,uses,Pr_15_31_26_31,Pr,Glass bottles,1:N,A,score=0.667
238150,Glass and Glazing Contractors,uses,Pr_20_29_14_34,Pr,Glass-to-glass clips,1:N,A,score=0.667
238150,Glass and Glazing Contractors,uses,Pr_20_31_01_32,Pr,Glass fibres,1:N,A,score=0.667
238150,Glass and Glazing Contractors,uses,Pr_20_65_34,Pr,Glazed structures,1:N,A,score=0.667
238150,Glass and Glazing Contractors,uses,Pr_20_65_34_34,Pr,Glazed enclosures,1:N,A,score=0.667
238150,Glass and Glazing Contractors,uses,Pr_20_65_78_34,Pr,Glazed shelters,1:N,A,score=0.667
238150,Glass and Glazing Contractors,uses,Pr_20_93_33_34,Pr,Glass blocks,1:N,A,score=0.667
238150,Glass and Glazing Contractors,uses,Pr_25_71_33_03,Pr,Antique glass,1:N,A,score=0.667
238150,Glass and Glazing Contractors,uses,Pr_25_71_33_27,Pr,Electrochromic glass,1:N,A,score=0.667
238150,Glass and Glazing Contractors,uses,Pr_25_71_33_33,Pr,Glass beams,1:N,A,score=0.667
238150,Glass and Glazing Contractors,performs,Ac_15_50_25,Ac,"Doors, windows and glazing surveying",1:N,A,score=0.5
23816,Roofing Contractors,produces,Ss_30_30_71,Ss,Roof hatch systems,1:N,B,score=0.4
23816,Roofing Contractors,produces,Ss_30_30_73,Ss,Roof ventilator systems,1:N,B,score=0.4
23816,Roofing Contractors,produces,Ss_30_40_30_07,Ss,Blue roof systems,1:N,B,score=0.4
23816,Roofing Contractors,produces,Ss_30_40_92_85,Ss,Thatch roofing systems,1:N,B,score=0.4
23816,Roofing Contractors,produces,Ss_30_40_95,Ss,Unit roofing systems,1:N,B,score=0.4
23816,Roofing Contractors,produces,Ss_30_60_70,Ss,Roof feature systems,1:N,B,score=0.4
23816,Roofing Contractors,produces,Ss_45_40_47,Ss,Living roof systems,1:N,B,score=0.4
23816,Roofing Contractors,produces,Ss_45_40_47_09,Ss,Brown roof systems,1:N,B,score=0.4
23816,Roofing Contractors,produces,Ss_30_30_73_72,Ss,Roof smoke ventilator systems,1:N,B,score=0.333
23816,Roofing Contractors,produces,Ss_30_40_10,Ss,Board roof covering systems,1:N,B,score=0.333
23816,Roofing Contractors,uses,Pr_20_29_88_70,Pr,Roofing belts,1:N,A,score=0.5
23816,Roofing Contractors,uses,Pr_20_29_88_71,Pr,Roofing clamps,1:N,A,score=0.5
23816,Roofing Contractors,uses,Pr_20_29_88_74,Pr,Roofing straps,1:N,A,score=0.5
23816,Roofing Contractors,uses,Pr_20_29_88_75,Pr,Roofing swags,1:N,A,score=0.5
23816,Roofing Contractors,uses,Pr_20_65_34_72,Pr,Roof lanterns,1:N,A,score=0.5
23816,Roofing Contractors,uses,Pr_30_59_29_74,Pr,Roof terminals,1:N,A,score=0.5
23816,Roofing Contractors,uses,Pr_30_59_36_74,Pr,Roof hatches,1:N,A,score=0.5
23816,Roofing Contractors,uses,Pr_65_80_15_71,Pr,Roof trolleys,1:N,A,score=0.5
23816,Roofing Contractors,uses,Pr_20_29_56_83,Pr,Springhead roofing nails,1:N,B,score=0.4
23816,Roofing Contractors,uses,Pr_20_29_87,Pr,Thatch roofing fasteners,1:N,B,score=0.4
23816,Roofing Contractors,performs,Ac_15_50_73,Ac,Roof surveying,1:N,A,score=0.5
23816,Roofing Contractors,performs,Ac_85_30_47,Ac,Living roof maintenance,1:N,B,score=0.4
238160,Roofing Contractors,produces,Ss_30_30_71,Ss,Roof hatch systems,1:N,B,score=0.4
238160,Roofing Contractors,produces,Ss_30_30_73,Ss,Roof ventilator systems,1:N,B,score=0.4
238160,Roofing Contractors,produces,Ss_30_40_30_07,Ss,Blue roof systems,1:N,B,score=0.4
238160,Roofing Contractors,produces,Ss_30_40_92_85,Ss,Thatch roofing systems,1:N,B,score=0.4
238160,Roofing Contractors,produces,Ss_30_40_95,Ss,Unit roofing systems,1:N,B,score=0.4
238160,Roofing Contractors,produces,Ss_30_60_70,Ss,Roof feature systems,1:N,B,score=0.4
238160,Roofing Contractors,produces,Ss_45_40_47,Ss,Living roof systems,1:N,B,score=0.4
238160,Roofing Contractors,produces,Ss_45_40_47_09,Ss,Brown roof systems,1:N,B,score=0.4
238160,Roofing Contractors,produces,Ss_30_30_73_72,Ss,Roof smoke ventilator systems,1:N,B,score=0.333
238160,Roofing Contractors,produces,Ss_30_40_10,Ss,Board roof covering systems,1:N,B,score=0.333
238160,Roofing Contractors,uses,Pr_20_29_88_70,Pr,Roofing belts,1:N,A,score=0.5
238160,Roofing Contractors,uses,Pr_20_29_88_71,Pr,Roofing clamps,1:N,A,score=0.5
238160,Roofing Contractors,uses,Pr_20_29_88_74,Pr,Roofing straps,1:N,A,score=0.5
238160,Roofing Contractors,uses,Pr_20_29_88_75,Pr,Roofing swags,1:N,A,score=0.5
238160,Roofing Contractors,uses,Pr_20_65_34_72,Pr,Roof lanterns,1:N,A,score=0.5
238160,Roofing Contractors,uses,Pr_30_59_29_74,Pr,Roof terminals,1:N,A,score=0.5
238160,Roofing Contractors,uses,Pr_30_59_36_74,Pr,Roof hatches,1:N,A,score=0.5
238160,Roofing Contractors,uses,Pr_65_80_15_71,Pr,Roof trolleys,1:N,A,score=0.5
238160,Roofing Contractors,uses,Pr_20_29_56_83,Pr,Springhead roofing nails,1:N,B,score=0.4
238160,Roofing Contractors,uses,Pr_20_29_87,Pr,Thatch roofing fasteners,1:N,B,score=0.4
238160,Roofing Contractors,performs,Ac_15_50_73,Ac,Roof surveying,1:N,A,score=0.5
238160,Roofing Contractors,performs,Ac_85_30_47,Ac,Living roof maintenance,1:N,B,score=0.4
23819,"Other Foundation, Structure, and Building Exterior Contractors",produces,Ss_20,Ss,Structural systems,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",produces,Ss_20_10,Ss,Structural frame systems,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",produces,Ss_20_10_75,Ss,Structural framing systems,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",produces,Ss_20_20,Ss,Structural beams,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",produces,Ss_20_30,Ss,Structural columns,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",produces,Ss_15_95_20_72,Ss,Retention structure systems,1:N,B,score=0.308
23819,"Other Foundation, Structure, and Building Exterior Contractors",produces,Ss_20_05_80,Ss,Structural grouting systems,1:N,B,score=0.308
23819,"Other Foundation, Structure, and Building Exterior Contractors",produces,Ss_20_20_75,Ss,Structural beam systems,1:N,B,score=0.308
23819,"Other Foundation, Structure, and Building Exterior Contractors",produces,Ss_20_30_75,Ss,Structural column systems,1:N,B,score=0.308
23819,"Other Foundation, Structure, and Building Exterior Contractors",produces,Ss_20_80,Ss,Structure accessory systems,1:N,B,score=0.308
23819,"Other Foundation, Structure, and Building Exterior Contractors",uses,Pr_20_29_03_31,Pr,Framing anchors,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",uses,Pr_20_29_03_32,Pr,Framing fasteners,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",uses,Pr_20_29_03_86,Pr,Structural anchors,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",uses,Pr_20_29_14_32,Pr,Frame cramps,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",uses,Pr_20_85_85,Pr,Structural bearings,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",uses,Pr_20_93_85,Pr,Structural units,1:N,B,score=0.333
23819,"Other Foundation, Structure, and Building Exterior Contractors",uses,Pr_20,Pr,Structure and general products,1:N,B,score=0.308
23819,"Other Foundation, Structure, and Building Exterior Contractors",uses,Pr_20_76_51_07,Pr,Aluminium structural sections,1:N,B,score=0.308
